rs_id,gene_symbol,clinvar_variation_id,clinical_signficance,medgen_id,condition_name
rs28941776,LDLR,RCV000237367,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs28942081,LDLR,RCV000237102,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs387906301,LDLR,RCV000237855,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs28942078,LDLR,RCV000211588,Pathogenic/Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs28942078,LDLR,RCV000238117,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs121908033,LDLR,RCV000003924,Pathogenic/Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs121908033,LDLR,RCV000775043,Pathogenic,C0020445,Familial hypercholesterolemia (FH)
rs121908033,LDLR,RCV001090451,Pathogenic,CN517202,not provided
rs121908033,LDLR,RCV000237816,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs121908102,CYP27A1,RCV000004487,Pathogenic/Likely pathogenic,C0238052,Cholestanol storage disease (CTX)
rs121908102,CYP27A1,RCV000518366,Pathogenic/Likely pathogenic,CN517202,not provided
rs121908116,EDARADD,RCV000004408,Pathogenic,C3541517,"Ectodermal dysplasia 11a, hypohidrotic/hair/tooth type, autosomal dominant (ECTD11A)"
rs121908116,EDARADD,RCV000055985,Pathogenic,C3888065,"Ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant (ECTD10A)"
rs74315309,EDARADD,RCV000004407,Pathogenic,C3539920,"Ectodermal dysplasia 11b, hypohidrotic/hair/tooth type, autosomal recessive (ECTD11B)"
rs74315309,EDARADD,RCV000055987,Pathogenic,C3887494,"Ectodermal dysplasia 10B, hypohidrotic/hair/tooth type, autosomal (ECTD10B)"
rs121908150,NLRP3,RCV000004622,Pathogenic,C0268390,Familial amyloid nephropathy with urticaria AND deafness (MWS)
rs121908150,NLRP3,RCV000004623,Pathogenic,C4551895,Familial cold autoinflammatory syndrome 1 (FCAS1)
rs121908150,NLRP3,RCV000221297,Pathogenic,CN517202,not provided
rs121908150,NLRP3,RCV001067187,Pathogenic,C2316212,Cryopyrin associated periodic syndrome (CAPS)
rs121908150,NLRP3,RCV001285973,Pathogenic,CN235283,none provided
rs121908151,NLRP3,RCV000217528,Pathogenic,CN517202,not provided
rs121908151,NLRP3,RCV000004624,Pathogenic,C0268390,Familial amyloid nephropathy with urticaria AND deafness (MWS)
rs121908151,NLRP3,RCV000084204,not provided,C4551895,Familial cold autoinflammatory syndrome 1 (FCAS1)
rs180177430,NLRP3,RCV000084184,not provided,C4551895,Familial cold autoinflammatory syndrome 1 (FCAS1)
rs180177430,NLRP3,RCV000084185,not provided,C4551895,Familial cold autoinflammatory syndrome 1 (FCAS1)
rs121908179,BBS2,RCV000004839,Pathogenic,C4016957,"Bardet-biedl syndrome 1/2, digenic"
rs121908179,BBS2,RCV000190985,Pathogenic,C4225281,Retinitis pigmentosa 74 (RP74)
rs121908179,BBS2,RCV000587645,Pathogenic,C0752166,Bardet-Biedl syndrome (BBS)
rs121908179,BBS2,RCV000665304,Likely pathogenic,C2936863,Bardet-Biedl syndrome 2 (BBS2)
rs121908179,BBS2,RCV000762969,Likely pathogenic,,
rs121908179,BBS2,RCV001002876,Pathogenic,C0035334,Retinitis pigmentosa (RP)
rs138043021,BBS2,RCV000004840,Pathogenic/Likely pathogenic,C2936863,Bardet-Biedl syndrome 2 (BBS2)
rs138043021,BBS2,RCV000190986,Pathogenic,C4225281,Retinitis pigmentosa 74 (RP74)
rs138043021,BBS2,RCV000380902,Pathogenic,CN239228,BBS2-Related Disorders
rs138043021,BBS2,RCV000589221,Pathogenic,C0752166,Bardet-Biedl syndrome (BBS)
rs138043021,BBS2,RCV001002874,Pathogenic,C0035334,Retinitis pigmentosa (RP)
rs138043021,BBS2,RCV001073916,Pathogenic,C0854723,Retinal dystrophy
rs138043021,BBS2,RCV001268711,Pathogenic,CN517202,not provided
rs376306240,BBS2,RCV000190988,Pathogenic,C4225281,Retinitis pigmentosa 74 (RP74)
rs376306240,BBS2,RCV000675071,Conflicting interpretations of pathogenicity,C2936863,Bardet-Biedl syndrome 2 (BBS2)
rs376306240,BBS2,RCV001002875,Likely pathogenic,C0035334,Retinitis pigmentosa (RP)
rs376306240,BBS2,RCV001049931,Likely pathogenic,C0752166,Bardet-Biedl syndrome (BBS)
rs376306240,BBS2,RCV001074319,Pathogenic,C0854723,Retinal dystrophy
rs797045155,BBS2,RCV000190987,Pathogenic,C4225281,Retinitis pigmentosa 74 (RP74)
rs797045155,BBS2,RCV000675055,Uncertain significance,C2936863,Bardet-Biedl syndrome 2 (BBS2)
rs797045155,BBS2,RCV001002878,Likely pathogenic,C0035334,Retinitis pigmentosa (RP)
rs121908285,HGSNAT,RCV000001296,Likely pathogenic,C0086649,"Mucopolysaccharidosis, MPS-III-C (MPS3C)"
rs121908285,HGSNAT,RCV000799182,Pathogenic,,
rs121908285,HGSNAT,RCV001030801,Pathogenic,C0026703,Mucopolysaccharidosis (MPS)
rs121908286,HGSNAT,RCV000001297,Pathogenic,C0086649,"Mucopolysaccharidosis, MPS-III-C (MPS3C)"
rs483352896,HGSNAT,RCV000001295,Pathogenic,C0086649,"Mucopolysaccharidosis, MPS-III-C (MPS3C)"
rs483352896,HGSNAT,RCV000586364,Pathogenic,C0026706,Sanfilippo syndrome
rs483352896,HGSNAT,RCV001067306,Pathogenic,,
rs483352908,HGSNAT,RCV000023817,Pathogenic,C0086649,"Mucopolysaccharidosis, MPS-III-C (MPS3C)"
rs483352908,HGSNAT,RCV000153361,Pathogenic,CN517202,not provided
rs483352908,HGSNAT,RCV000652843,Pathogenic,,
rs483352908,HGSNAT,RCV001074236,Pathogenic,C0854723,Retinal dystrophy
rs483352908,HGSNAT,RCV001192638,Pathogenic,C0026706,Sanfilippo syndrome
rs121908317,SLURP1,RCV000004864,Pathogenic,C0025221,Acroerythrokeratoderma (MDM)
rs28937888,SLURP1,RCV000004866,Pathogenic,C0025221,Acroerythrokeratoderma (MDM)
rs28937888,SLURP1,RCV000004865,Pathogenic,C0025221,Acroerythrokeratoderma (MDM)
rs587776601,SLURP1,RCV000004862,Pathogenic,C0025221,Acroerythrokeratoderma (MDM)
rs587776601,SLURP1,RCV000657252,Pathogenic,CN517202,not provided
rs587776602,SLURP1,RCV000004863,Pathogenic,C0025221,Acroerythrokeratoderma (MDM)
rs121908319,SLURP1,RCV000004869,Pathogenic,C0025221,Acroerythrokeratoderma (MDM)
rs121908320,SLURP1,RCV000004870,Pathogenic,C0025221,Acroerythrokeratoderma (MDM)
rs121908345,MLC1,RCV000004984,Likely pathogenic,CN034246,Megalencephalic leukoencephalopathy with subcortical cysts 1 (MLC1)
rs80358242,MLC1,RCV000004986,Likely pathogenic,CN034246,Megalencephalic leukoencephalopathy with subcortical cysts 1 (MLC1)
rs80358242,MLC1,RCV000293896,Pathogenic,CN517202,not provided
rs121908479,SLC7A9,RCV000006136,Pathogenic,C0010691,Cystinuria (CSNU)
rs121908480,SLC7A9,RCV000006137,Pathogenic,C0010691,Cystinuria (CSNU)
rs121908480,SLC7A9,RCV000523825,Pathogenic,CN517202,not provided
rs121908482,SLC7A9,RCV000006139,Pathogenic,C0010691,Cystinuria (CSNU)
rs121908483,SLC7A9,RCV000006140,Pathogenic,C0010691,Cystinuria (CSNU)
rs121908483,SLC7A9,RCV000793254,Likely pathogenic,CN517202,not provided
rs79389353,SLC7A9,RCV000006138,Pathogenic/Likely pathogenic,C0010691,Cystinuria (CSNU)
rs79389353,SLC7A9,RCV000480556,Likely pathogenic,CN517202,not provided
rs121908524,AGXT,RCV000005999,Pathogenic,C0268164,"Primary hyperoxaluria, type I (HP1)"
rs121908524,AGXT,RCV000727639,Pathogenic,CN517202,not provided
rs121908524,AGXT,RCV000779687,Pathogenic,C0020501,Primary hyperoxaluria
rs121908525,AGXT,RCV000006000,Pathogenic,C0268164,"Primary hyperoxaluria, type I (HP1)"
rs121908525,AGXT,RCV000586265,Pathogenic,C0020501,Primary hyperoxaluria
rs121908525,AGXT,RCV000662316,Likely pathogenic,,
rs121908525,AGXT,RCV001042614,Pathogenic,CN517202,not provided
rs34116584,AGXT,RCV000186220,Uncertain significance,C0268164,"Primary hyperoxaluria, type I (HP1)"
rs34116584,AGXT,RCV000884267,Likely benign,CN517202,not provided
rs34116584,AGXT,RCV000005995,Likely benign,C0268164,"Primary hyperoxaluria, type I (HP1)"
rs34116584,AGXT,RCV000173049,Benign/Likely benign,CN169374,not specified
rs34116584,AGXT,RCV000186275,Likely pathogenic,C0268164,"Primary hyperoxaluria, type I (HP1)"
rs121908530,AGXT,RCV000668336,Pathogenic,C0268164,"Primary hyperoxaluria, type I (HP1)"
rs121908530,AGXT,RCV000006004,Pathogenic,C0268164,"Primary hyperoxaluria, type I (HP1)"
rs180177239,AGXT,RCV000169439,Likely pathogenic,C0268164,"Primary hyperoxaluria, type I (HP1)"
rs180177239,AGXT,RCV000816747,Pathogenic,CN517202,not provided
rs121908611,CYP7B1,RCV000006477,Likely pathogenic,C1849115,Hereditary spastic paraplegia 5A (SPG5A)
rs121908611,CYP7B1,RCV000206595,Pathogenic,C0037772,Spastic paraplegia
rs121908611,CYP7B1,RCV000329074,Pathogenic,CN517202,not provided
rs121908614,CYP7B1,RCV000006476,Pathogenic,C1849115,Hereditary spastic paraplegia 5A (SPG5A)
rs121908641,ASS1,RCV000006701,Pathogenic/Likely pathogenic,C4721769,Citrullinemia type I (CTNL1)
rs121908641,ASS1,RCV000185789,Pathogenic,CN517202,not provided
rs35269064,ASS1,RCV000006706,Conflicting interpretations of pathogenicity,C4721769,Citrullinemia type I (CTNL1)
rs35269064,ASS1,RCV000256315,Pathogenic,C4721769,Citrullinemia type I (CTNL1)
rs35269064,ASS1,RCV000436562,Likely benign,CN169374,not specified
rs35269064,ASS1,RCV001273804,Benign,C0175683,Citrullinemia (CTNL1)
rs775163147,ASS1,RCV000673280,Uncertain significance,C4721769,Citrullinemia type I (CTNL1)
rs121908676,SLC7A7,RCV000006586,Pathogenic,C0268647,Lysinuric protein intolerance (LPI)
rs121908679,SLC7A7,RCV000006592,Pathogenic,C0268647,Lysinuric protein intolerance (LPI)
rs386833799,SLC7A7,RCV000049764,Likely pathogenic,C0268647,Lysinuric protein intolerance (LPI)
rs386833817,SLC7A7,RCV000049782,Likely pathogenic,C0268647,Lysinuric protein intolerance (LPI)
rs386833827,SLC7A7,RCV000049793,Likely pathogenic,C0268647,Lysinuric protein intolerance (LPI)
rs121909211,TGFBI,RCV000008318,Pathogenic,C1275685,Avellino corneal dystrophy (CDA)
rs121909211,TGFBI,RCV000008321,Pathogenic,C0339278,Reis-Bucklers' corneal dystrophy (CDRB)
rs121909211,TGFBI,RCV000995667,Pathogenic,C1275685,Avellino corneal dystrophy (CDA)
rs201928238,CA2,RCV000179708,Uncertain significance,CN517202,not provided
rs201928238,CA2,RCV001159040,Uncertain significance,C0345407,Osteopetrosis with renal tubular acidosis (OPTB3)
rs121909358,GHR,RCV000009165,Pathogenic,C0271568,Laron-type isolated somatotropin defect
rs121909363,GHR,RCV000009171,Pathogenic,C0271568,Laron-type isolated somatotropin defect
rs121909363,GHR,RCV000760385,Pathogenic,CN517202,not provided
rs730880281,GHR,RCV000009174,Pathogenic,C0271568,Laron-type isolated somatotropin defect
rs121909547,SERPINC1,RCV000019631,Pathogenic,C0272375,Antithrombin III deficiency (AT3D)
rs121909547,SERPINC1,RCV000019620,Pathogenic/Likely pathogenic,C0272375,Antithrombin III deficiency (AT3D)
rs121909763,ADGRV1,RCV000007204,Pathogenic,C2931213,"Usher syndrome, type 2C (USH2C)"
rs121918583,PDE6B,RCV000013988,Pathogenic,C3151107,Retinitis pigmentosa 40 (RP40)
rs121918583,PDE6B,RCV001257886,Pathogenic,C0339526,Autosomal recessive retinitis pigmentosa
rs121912583,SLC29A3,RCV000000593,Pathogenic,C1864445,Histiocytosis-lymphadenopathy plus syndrome (HJCD)
rs121912609,FREM1,RCV000002066,Pathogenic,C2750433,BNAR syndrome
rs121912609,FREM1,RCV000059637,not provided,CN517202,not provided
rs121912610,FREM1,RCV000002067,Pathogenic,C2750433,BNAR syndrome
rs121912610,FREM1,RCV000059639,not provided,CN517202,not provided
rs121912654,TP53,RCV000013147,Pathogenic,C2239176,Hepatocellular carcinoma (HCC)
rs121912654,TP53,RCV000566103,Likely pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs121912654,TP53,RCV000785500,Likely pathogenic,C0919267,Neoplasm of ovary
rs121912654,TP53,RCV000794324,Uncertain significance,C0085390,Li-Fraumeni syndrome (LFS)
rs121912654,TP53,RCV000164816,Uncertain significance,C0027672,Hereditary cancer-predisposing syndrome
rs121912654,TP53,RCV000235399,Uncertain significance,CN517202,not provided
rs121912654,TP53,RCV000528459,Uncertain significance,C0085390,Li-Fraumeni syndrome (LFS)
rs121912931,COL9A1,RCV000018735,Pathogenic,C3279941,"Stickler syndrome, type 4 (STL4)"
rs121913301,RB1,RCV000013951,Pathogenic,C0035335,Retinoblastoma (RB1)
rs121913301,RB1,RCV000492492,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs121913301,RB1,RCV000725187,Pathogenic,CN517202,not provided
rs121913302,RB1,RCV000114729,Pathogenic,C0035335,Retinoblastoma (RB1)
rs121913302,RB1,RCV000486601,Pathogenic,CN517202,not provided
rs121913302,RB1,RCV000492246,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs121913329,APC,RCV000443420,Likely pathogenic,C0009404,Neoplasm of the large intestine
rs121913329,APC,RCV001021924,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs121913332,APC,RCV000174977,Pathogenic,C2713442,Familial adenomatous polyposis 1 (FAP1)
rs121913332,APC,RCV000441954,Likely pathogenic,C0009404,Neoplasm of the large intestine
rs121913332,APC,RCV000486553,Pathogenic,CN517202,not provided
rs121913332,APC,RCV000494198,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs121913332,APC,RCV000659277,Pathogenic,C0032580,Familial multiple polyposis syndrome (FAP)
rs121913684,KIT,RCV000014872,Pathogenic,C4016294,Piebaldism with sensorineural deafness
rs121917734,EPB42,RCV000014140,Pathogenic,C2675192,Spherocytosis type 5 (SPH5)
rs149989682,ABCA3,RCV000185556,Pathogenic,C1970456,"Surfactant metabolism dysfunction, pulmonary, 3 (SMDP3)"
rs149989682,ABCA3,RCV000224775,Pathogenic,CN517202,not provided
rs149989682,ABCA3,RCV000615487,Likely pathogenic,,
rs149989682,ABCA3,RCV000735281,Likely pathogenic,,
rs121917839,PROP1,RCV000008563,Pathogenic/Likely pathogenic,C0878683,"Pituitary hormone deficiency, combined 2 (CPHD2)"
rs121917843,PROP1,RCV000008572,Pathogenic,C0878683,"Pituitary hormone deficiency, combined 2 (CPHD2)"
rs121917843,PROP1,RCV000821200,Pathogenic,CN517202,not provided
rs121917851,TTPA,RCV000009712,Pathogenic,C4016662,"Ataxia, Friedreich-like, with isolated vitamin E deficiency"
rs121917851,TTPA,RCV000055797,Pathogenic/Likely pathogenic,C1848533,Familial isolated deficiency of vitamin E (AVED)
rs121917851,TTPA,RCV000818142,Pathogenic,CN517202,not provided
rs886040963,TTPA,RCV000258013,Pathogenic,C1848533,Familial isolated deficiency of vitamin E (AVED)
rs886040963,TTPA,RCV001207672,Pathogenic,CN517202,not provided
rs886040963,TTPA,RCV000411832,Pathogenic/Likely pathogenic,C1848533,Familial isolated deficiency of vitamin E (AVED)
rs886040963,TTPA,RCV001215990,Pathogenic,CN517202,not provided
rs886040964,TTPA,RCV000258018,Pathogenic,C1848533,Familial isolated deficiency of vitamin E (AVED)
rs121918057,UROD,RCV000000082,Pathogenic,C0268323,Familial porphyria cutanea tarda (PCT)
rs121918057,UROD,RCV000000083,Pathogenic,C0162569,Hepatoerythropoietic porphyria (HEP)
rs121918057,UROD,RCV000024023,Pathogenic,C0162566,Porphyria cutanea tarda
rs121918057,UROD,RCV000240661,Pathogenic,C0268323,Familial porphyria cutanea tarda (PCT)
rs121918167,OCA2,RCV000001007,Pathogenic,C0268495,Tyrosinase-positive oculocutaneous albinism (OCA2)
rs121918167,OCA2,RCV000481371,Pathogenic/Likely pathogenic,CN517202,not provided
rs121918167,OCA2,RCV000755092,Likely pathogenic,CN263337,Nonsyndromic Oculocutaneous Albinism
rs121918167,OCA2,RCV000762938,Pathogenic,,
rs121918168,OCA2,RCV000001009,Pathogenic,C0268495,Tyrosinase-positive oculocutaneous albinism (OCA2)
rs34731820,OCA2,RCV000483390,Likely benign,CN169374,not specified
rs34731820,OCA2,RCV000766740,Uncertain significance,CN517202,not provided
rs34731820,OCA2,RCV000778423,Uncertain significance,C0268495,Tyrosinase-positive oculocutaneous albinism (OCA2)
rs121918257,MMUT,RCV000001964,Pathogenic,C1855115,"METHYLMALONIC ACIDURIA, mut(0) TYPE"
rs121918257,MMUT,RCV000197802,Pathogenic,C1855114,Methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency
rs121918257,MMUT,RCV000203340,Pathogenic,C1855114,Methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency
rs121918257,MMUT,RCV001192656,Pathogenic,C0268583,Methylmalonic acidemia (MMA)
rs121918257,MMUT,RCV001271723,Pathogenic,,Methylmalonic aciduria due to complete methylmalonyl-CoA mutase deficiency
rs121918292,FERMT1,RCV000002833,Pathogenic,C0406557,Kindler's syndrome (KNDLRS)
rs121918292,FERMT1,RCV000730517,Pathogenic,CN517202,not provided
rs121918303,RXFP2,RCV000004376,Uncertain significance,C0010417,Cryptorchidism
rs121918325,PPOX,RCV000009231,Pathogenic/Likely pathogenic,C0162532,Variegate porphyria (VP)
rs121918326,PPOX,RCV000009232,Pathogenic,C0162532,Variegate porphyria (VP)
rs121918335,SLC25A22,RCV000001848,Pathogenic,C0270855,Early myoclonic encephalopathy (EIEE3)
rs398122363,CARD9,RCV000074440,Pathogenic,C1859353,"Candidiasis, familial, 2 (CANDF2)"
rs137853052,RAB3GAP1,RCV000007475,Pathogenic,C1838625,Warburg micro syndrome 1 (WARBM1)
rs145946881,MCM6,RCV000008126,association,C1857231,Lactase persistence
rs41380347,MCM6,RCV000008127,association,C1857231,Lactase persistence
rs41525747,MCM6,RCV000008128,association,C1857231,Lactase persistence
rs146214639,CARD14,RCV000059702,not provided,CN517202,not provided
rs146214639,CARD14,RCV001082795,Likely benign,,
rs200790561,CARD14,RCV000480343,Uncertain significance,CN517202,not provided
rs200790561,CARD14,RCV001087421,Likely benign,,
rs281875215,CARD14,RCV000024310,Pathogenic,C1864497,Psoriasis susceptibility 2 (PSORS2)
rs281875215,CARD14,RCV000059698,not provided,CN517202,not provided
rs281875215,CARD14,RCV000845181,Pathogenic,,Papulosquamous eruptions
rs375624435,CARD14,RCV000820030,Uncertain significance,,
rs375624435,CARD14,RCV000825881,Uncertain significance,CN169374,not specified
rs74315443,CSTB,RCV000008905,Pathogenic,C0751785,Unverricht-Lundborg syndrome
rs74315443,CSTB,RCV000655934,Likely pathogenic,C0751785,Unverricht-Lundborg syndrome
rs148617572,PKHD1,RCV000169255,Pathogenic/Likely pathogenic,C0085548,Autosomal recessive polycystic kidney disease (ARPKD)
rs148617572,PKHD1,RCV000726420,Pathogenic,CN517202,not provided
rs148617572,PKHD1,RCV001331692,Pathogenic,CN293399,Polycystic kidney disease 4 (PKD4)
rs398124484,PKHD1,RCV000169008,Pathogenic,C0085548,Autosomal recessive polycystic kidney disease (ARPKD)
rs398124484,PKHD1,RCV000790791,Pathogenic,CN517202,not provided
rs149330893,BRCA2,RCV000257829,Pathogenic,C2675520,"Breast-ovarian cancer, familial 2 (BROVCA2)"
rs149330893,BRCA2,RCV000130744,Uncertain significance,C0027672,Hereditary cancer-predisposing syndrome
rs149330893,BRCA2,RCV000230879,Pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs149330893,BRCA2,RCV000241501,Pathogenic,C2675520,"Breast-ovarian cancer, familial 2 (BROVCA2)"
rs149330893,BRCA2,RCV000573709,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs17233141,FANCA,RCV000120929,Benign/Likely benign,CN169374,not specified
rs17233141,FANCA,RCV000202580,Likely benign,C3469521,"Fanconi anemia, complementation group A (FANCA)"
rs17233141,FANCA,RCV000206151,Benign,C0015625,Fanconi anemia (FA)
rs17233141,FANCA,RCV000514362,Likely benign,CN517202,not provided
rs17235409,SLC11A1,RCV000009814,risk factor,C1864868,"Buruli ulcer, susceptibility to"
rs1799983,NOS3,RCV000015053,risk factor,C3149657,"Coronary artery spasm 1, susceptibility to"
rs1799983,NOS3,RCV000015054,risk factor,C1834153,"Alzheimer disease, late-onset, susceptibility to"
rs1799983,NOS3,RCV000015055,risk factor,C1834154,"Hypertension, pregnancy-induced, susceptibility to"
rs1799983,NOS3,RCV000015056,Pathogenic,C1834155,Hypertension resistant to conventional therapy
rs1799983,NOS3,RCV000015057,risk factor,,"Ischemic heart disease, susceptibility to"
rs1799983,NOS3,RCV000015058,risk factor,C0948008,"Ischemic stroke, susceptibility to"
rs1799983,NOS3,RCV000455688,Benign,CN169374,not specified
rs1799983,NOS3,RCV000677305,risk factor,C2676079,"Metabolic syndrome, susceptibility to"
rs2070744,LOC110973015,RCV000678037,protective,C2676079,"Metabolic syndrome, susceptibility to"
rs1799990,PRNP,RCV000014331,risk factor,,"Prion disease, susceptibility to"
rs1799990,PRNP,RCV000014332,risk factor,,"Alzheimer disease, early-onset, susceptibility to"
rs1799990,PRNP,RCV000014333,risk factor,,"Aphasia, primary progressive, susceptibility to"
rs1799990,PRNP,RCV000014336,Pathogenic,C0751254,"Creutzfeldt-Jakob Disease, Familial (CJD)"
rs1799990,PRNP,RCV000014337,Pathogenic,C0206042,Fatal familial insomnia (FFI)
rs1799990,PRNP,RCV000020244,Benign,CN043607,Genetic prion disease
rs1799990,PRNP,RCV000118064,Likely benign,CN169374,not specified
rs1799990,PRNP,RCV000990275,Benign,C1864112,Huntington disease-like 1 (HDL1)
